Incidence;REC-ID;EXPERT-ID;VersionDateDDMMYY;XLS-Row-No;LOT-SampleCode;T_RECORDS_CollectorSampleCode;Genus;SpecificEpithet;Species;TAXON-ID;Authority;Males;Females;Unsexed;AbundanceQualifier;Abundance;ReproductiveStatus;ID_Doubtful;Remarks;SubFamily;Family;Order;Class;Phylum;Kingdom;Determined_By;Determined_Date;T_RECORDS_RecDate;LOT-Project;TMP_T_RECORDS-FlatFile_SamplePrefix;TMP_T_RECORDS-FlatFile_ProtocolNumber;TMP_T_RECORDS-FlatFile_SampleNumber;TMP_T_RECORDS-FlatFile_Old-SampleCode;METH-ID;Method;TMP_T_RECORDS-FlatFile_SampleDetails;TMP_T_RECORDS-FlatFile_MainSample;TMP_T_RECORDS-FlatFile_MainSampleCode;SubsampleLetter;SubSampleType;LOT-SampleParent;TreeZone;BranchColor;Horizontal Distance;AZ;HAGL;HD (Corrected);X;Y;Z Height above ground (m);Diameter(cm);SampleOrientation;Plot;TREE-PART;EPIPHYTE-TYPE;CollectedOutsideTheTree;GRP-ID;SubprojectName;DateStarted;DateEnded;DateRange;Replicate;SampleParticipant;CollectedBy;T_LOT-SUB-SAMPLES_CollectorSampleCode;Site;LatLongTree;ElevationTree;ElevationSample;SampleNotes;PERMIT-TYPE;UnitOfMeasurement-ES;Condicion;Exported;Deposited;T_LOT-SUB-SAMPLES_RecBy;T_LOT-SUB-SAMPLES_RecDate;T_LOT-SUB-SAMPLES_UpdBy;T_LOT-SUB-SAMPLES_UpdDate;LatitudeDec;LongitudeDec;Ellipsoidal height;SubSampleCode;SubProtocolNumber;SubProtocolName;BranchColor-ID;LOT-SamplesCodeColor;LOT-SamplesCodeColorOrientation;ParentSampleNumber;SampleParent;FlagUsedAsRef;Protocol
1;"CastroC;25/08/2025#00325";104;8/25/25;325;LOT03-455383/O;;Octomeria;graminifolia;Octomeria graminifolia;402;(L.) R. Br.;;;;;1;Observation;;"Observation; Abundance per island: High; ";;Orchidaceae;Asparagales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;45;383;;45;Epiphyte collection;Angiosperm epiphyte;0;;O;Angiosperm epiphyte Observation;LOT03-18521;5;b;;146;33;8 865;-7 349;4 957;33;25;;;;;0;14;;2/5/24;2/5/24;31.i-10.ii.2024;0;54;Castro;;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;"Observation; Abundance per island: High; ";;;;0;0;51;10/2/25;;;;;;;;;;;;;;;
1;"CastroC;25/08/2025#00298";104;8/25/25;298;LOT03-456123/H;3373;Octomeria;graminifolia;Octomeria graminifolia;402;(L.) R. Br.;;;;;1;Fertile voucher;;"Fertile voucher; Abundance per island: Medium; ";;Orchidaceae;Asparagales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;45;123;;45;Epiphyte collection;Angiosperm epiphyte;0;;H;Angiosperm epiphyte FMB;LOT03-18601;6;v;4,3;151,4;37;4 965;-4 359;2 377;37;8;;;;7;0;14;Life On Trees-Amazon Andes 2024A;2/5/24;2/5/24;31.i-06.ii.2024;0;54;Castro et al.;3373;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850; Abundance/clump: Medium;5;34;19;0;-1;51;5/3/24 12:21;;;;;;;;;;;;1;;0;
1;"CastroC;25/08/2025#00579";104;8/25/25;579;LOT03-216212/H;3470;Octomeria;graminifolia;Octomeria graminifolia;402;(L.) R. Br.;;;;;1;Sterile voucher;;"Sterile voucher; ; ";;Orchidaceae;Asparagales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;21;212;;45;Epiphyte collection;Epiphytes opportunistic collection;0;;H;Angiosperm epiphyte FMB;LOT03-216212;6;g;14,2;2;32;14 865;14 856;0,519;32;6;;;;;0;15;Life On Trees-Amazon Andes 2024B;8/13/24;8/13/24;9-16.viii.2024;0;54;Castro;3470;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;5;35;19;0;-1;51;10/2/24 15:43;;;;;;;;;;;;0;;0;
1;"CastroC;25/08/2025#00299";104;8/25/25;299;LOT03-456123/C;3373;Octomeria;graminifolia;Octomeria graminifolia;402;(L.) R. Br.;;;;;1;Fertile voucher;;"Fertile voucher; Abundance per island: Medium; ";;Orchidaceae;Asparagales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;45;123;;45;Epiphyte collection;Angiosperm epiphyte;0;;C;Angiosperm epiphyte COL;LOT03-18601;6;v;4,3;151,4;37;4 965;-4 359;2 377;37;8;;;;7;0;14;Life On Trees-Amazon Andes 2024A;2/5/24;2/5/24;31.i-06.ii.2024;0;54;Castro et al.;3373;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850; Abundance/clump: Medium;5;34;19;0;-1;51;5/3/24 12:21;;;;;;;;;;;;1;;0;
1;"CastroC;25/08/2025#00301";104;8/25/25;301;LOT03-456123/P;3373;Octomeria;graminifolia;Octomeria graminifolia;402;(L.) R. Br.;;;;;1;Fertile voucher;;"Fertile voucher; Abundance per island: Medium; ";;Orchidaceae;Asparagales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;45;123;;45;Epiphyte collection;Angiosperm epiphyte;0;;P;Angiosperm epiphyte NMHN;LOT03-18601;6;v;4,3;151,4;37;4 965;-4 359;2 377;37;8;;;;7;0;14;Life On Trees-Amazon Andes 2024A;2/5/24;2/5/24;31.i-06.ii.2024;0;54;Castro et al.;3373;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850; Abundance/clump: Medium;5;34;19;0;0;51;5/3/24 12:21;;;;;;;;;;;;1;;0;
1;"CastroC;25/08/2025#00300";104;8/25/25;300;LOT03-456123/F;3373;Octomeria;graminifolia;Octomeria graminifolia;402;(L.) R. Br.;;;;;1;Flowers in ethanol;;"Flowers in ethanol; Abundance per island: Medium; ";;Orchidaceae;Asparagales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;45;123;;45;Epiphyte collection;Angiosperm epiphyte;0;;F;Angiosperm epiphyte TUR;LOT03-18601;6;v;4,3;151,4;37;4 965;-4 359;2 377;37;8;;;;7;0;14;Life On Trees-Amazon Andes 2024A;2/5/24;2/5/24;31.i-06.ii.2024;0;54;Castro et al.;3373;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850; Abundance/clump: Medium;5;9;5;0;0;51;5/3/24 12:21;;;;;;;;;;;;1;;0;
1;"CastroC;25/08/2025#00578";104;8/25/25;578;LOT03-216212/C;3470;Octomeria;graminifolia;Octomeria graminifolia;402;(L.) R. Br.;;;;;1;Sterile voucher;;"Sterile voucher; ; ";;Orchidaceae;Asparagales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;21;212;;45;Epiphyte collection;Epiphytes opportunistic collection;0;;C;Angiosperm epiphyte COL;LOT03-216212;6;g;14,2;2;32;14 865;14 856;0,519;32;6;;;;;0;15;Life On Trees-Amazon Andes 2024B;8/13/24;8/13/24;9-16.viii.2024;0;54;Castro;3470;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;5;35;19;0;-1;51;10/2/24 15:43;;;;;;;;;;;;0;;0;
1;"CastroC;25/08/2025#00340";104;8/25/25;340;LOT03-456397/O;;Octomeria;graminifolia;Octomeria graminifolia;402;(L.) R. Br.;;;;;1;Observation;;"Observation; Abundance per island: Medium; ";;Orchidaceae;Asparagales;Magnoliopsida;Magnoliophyta;Plantae;Cristian Castro;8/14/25;1/18/26 14:05;LOT03;LOT03;45;397;;45;Epiphyte collection;Angiosperm epiphyte;0;;O;Angiosperm epiphyte: Observation;LOT03-18624;6;v;;144,5;35;9 565;-7 787;5 554;35;10;;;;;0;14;;2/5/24;2/5/24;31.i-10.ii.2024;0;54;Castro;;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;"Observation; Abundance per island: Medium; ";;;;0;0;51;10/2/25;;;;;;;;;;;;;;;
1;"Cárdenas G;20/11/2024#00021";114;11/20/24;21;LOT03-06402/C;;Oleandra;articulata;Oleandra articulata;407;;;;;Medium;20;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;2;;44;Fern collection;Pteridophyta (Ferns);0;;C;Pteridophyta COL;LOT03-18407;4;b;2,3;183,5;28,5;2 965;-2 959;-0,181;28,5;35;;;;9;0;14;Life On Trees-Amazon Andes 2024A;1/31/24;1/31/24;31.i-20.ii.2024;0;55;Castro;9302;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: Medium ;4;35;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;7;;0;
1;"Cárdenas G;20/11/2024#00056";114;11/20/24;56;LOT03-06412/H;;Oleandra;articulata;Oleandra articulata;407;;;;;Low;2;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;12;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-18442;4;b;4,5;183,5;28;5 165;-5 155;-0,315;28;30;;;;9;0;14;Life On Trees-Amazon Andes 2024A;1/31/24;1/31/24;31.i-20.ii.2024;0;55;Castro;9312;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: Low ;4;35;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;42;;0;
1;"Cárdenas G;20/11/2024#00062";114;11/20/24;62;LOT03-064121/C;;Oleandra;articulata;Oleandra articulata;407;;;;;;8;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;121;;44;Fern collection;Pteridophyta (Ferns);0;;C;Pteridophyta COL;LOT03-18448;4;r;14;83;25,5;14 665;1 787;14 556;25,5;30;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9233;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 8 ;4;34;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;48;;0;
1;"Cárdenas G;20/11/2024#00063";114;11/20/24;63;LOT03-064121/D;;Oleandra;articulata;Oleandra articulata;407;;;;;;8;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;121;;44;Fern collection;Pteridophyta (Ferns);0;;D;Pteridophyta DNA;LOT03-18448;4;r;14;83;25,5;14 665;1 787;14 556;25,5;30;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9233;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 8 ;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;48;;0;
1;"Cárdenas G;20/11/2024#00064";114;11/20/24;64;LOT03-064121/H;;Oleandra;articulata;Oleandra articulata;407;;;;;;8;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;121;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-18448;4;r;14;83;25,5;14 665;1 787;14 556;25,5;30;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9233;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 8 ;4;34;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;48;;0;
1;"Cárdenas G;20/11/2024#00065";114;11/20/24;65;LOT03-064121/P;;Oleandra;articulata;Oleandra articulata;407;;;;;;8;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;121;;44;Fern collection;Pteridophyta (Ferns);0;;P;Pteridophyta NMHN;LOT03-18448;4;r;14;83;25,5;14 665;1 787;14 556;25,5;30;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9233;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 8 ;4;34;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;48;;0;
1;"Cárdenas G;20/11/2024#00066";114;11/20/24;66;LOT03-064121/R;;Oleandra;articulata;Oleandra articulata;407;;;;;;8;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;121;;44;Fern collection;Pteridophyta (Ferns);0;;R;Pteridophyta: Roots DNA;LOT03-18448;4;r;14;83;25,5;14 665;1 787;14 556;25,5;30;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9233;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 8 ;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;48;;0;
1;"Cárdenas G;20/11/2024#00022";114;11/20/24;22;LOT03-06402/H;;Oleandra;articulata;Oleandra articulata;407;;;;;Medium;20;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;2;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-18407;4;b;2,3;183,5;28,5;2 965;-2 959;-0,181;28,5;35;;;;9;0;14;Life On Trees-Amazon Andes 2024A;1/31/24;1/31/24;31.i-20.ii.2024;0;55;Castro;9302;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: Medium ;4;35;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;7;;0;
1;"Cárdenas G;20/11/2024#00138";114;11/20/24;138;LOT03-06418;;Oleandra;articulata;Oleandra articulata;407;;;;;;1;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;18;;44;Fern collection;;-1;;;;LOT03-18442;4;b;;183,5;28;4,5;-5;0;28;30;;;;;0;14;Life On Trees-Amazon Andes 2024A;2/9/24;2/9/24;31.i-20.ii.2024;0;55;Cárdenas;;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;;;;0;0;51;5/15/24 12:57;1;10/15/25 18:36;;;;;;;;;;42;;0;
1;"Cárdenas G;20/11/2024#00067";114;11/20/24;67;LOT03-064121/T;;Oleandra;articulata;Oleandra articulata;407;;;;;;8;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;121;;44;Fern collection;Pteridophyta (Ferns);0;;T;Pteridophyta TUR;LOT03-18448;4;r;14;83;25,5;14 665;1 787;14 556;25,5;30;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9233;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 8 ;4;34;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;48;;0;
1;"Cárdenas G;20/11/2024#00013";114;11/20/24;13;LOT03-06175;;Oleandra;cf. articulata;Oleandra cf. articulata;408;;;;;;1;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;;;;;;Fern collection;;0;;;Pteridophyta -Main sample-;;1;a;0;;;0,665;0,665;0;1,5;;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/12/24;2/12/24;31.i-20.ii.2024;0;55;Cárdenas;9263;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;4;19;10;0;0;51;5/15/24 12:57;;;;;;;;;;;;;;0;
1;"Cárdenas G;20/11/2024#00014";114;11/20/24;14;LOT03-06175/H;;Oleandra;cf. articulata;Oleandra cf. articulata;408;;;;;;1;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;75;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-06175;1;a;0;;;0,665;0,665;0;1,5;;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/12/24;2/12/24;31.i-20.ii.2024;0;55;Cárdenas;9263;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;35;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;75;;0;
1;"Cárdenas G;20/11/2024#00015";114;11/20/24;15;LOT03-06175/T;;Oleandra;cf. articulata;Oleandra cf. articulata;408;;;;;;1;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;75;;44;Fern collection;Pteridophyta (Ferns);0;;T;Pteridophyta TUR;LOT03-06175;1;a;0;;;0,665;0,665;0;1,5;;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/12/24;2/12/24;31.i-20.ii.2024;0;55;Cárdenas;9263;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;35;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;75;;0;
1;"Cárdenas G;20/11/2024#00185";114;11/20/24;185;LOT03-06487/H;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;1;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;87;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-21413;4;b;5,8;160;29;6 465;-6 075;2 211;29;90;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9206;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;34;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;13;;0;
1;"Cárdenas G;20/11/2024#00188";114;11/20/24;188;LOT03-06487/T;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;1;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;87;;44;Fern collection;Pteridophyta (Ferns);0;;T;Pteridophyta TUR;LOT03-21413;4;b;5,8;160;29;6 465;-6 075;2 211;29;90;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9206;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;34;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;13;;0;
1;"Cárdenas G;20/11/2024#00297";114;11/20/24;297;LOT03-06545;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;2;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;45;;44;Fern collection;;-1;;;;LOT03-18523;5;t;;263;33;3,1;0;-4;33;20;;;;;0;14;Life On Trees-Amazon Andes 2024A;2/9/24;2/9/24;31.i-20.ii.2024;0;55;Cárdenas;;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;;;;0;0;51;5/15/24 12:57;1;10/15/25 18:36;;;;;;;;;;23;;0;
1;"Cárdenas G;20/11/2024#00047";114;11/20/24;47;LOT03-064116/R;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;1;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;116;;44;Fern collection;Pteridophyta (Ferns);0;;R;Pteridophyta: Roots DNA;LOT03-21418;4;b;4,2;153,4;28;4 865;-4,35;2 178;28;120;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9228;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;18;;0;
1;"Cárdenas G;20/11/2024#00183";114;11/20/24;183;LOT03-06487/D;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;1;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;87;;44;Fern collection;Pteridophyta (Ferns);0;;D;Pteridophyta DNA;LOT03-21413;4;b;5,8;160;29;6 465;-6 075;2 211;29;90;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9206;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 - 2 DNA samples T & P;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;13;;0;
1;"Cárdenas G;20/11/2024#00271";114;11/20/24;271;LOT03-06516;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;1;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;16;;44;Fern collection;;-1;;;;LOT03-18516;5;g;;12,8;28;7,5;8;2;28;50;;;;;0;14;Life On Trees-Amazon Andes 2024A;2/9/24;2/9/24;31.i-20.ii.2024;0;55;Cárdenas;;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;;;;;0;0;51;5/15/24 12:57;1;10/15/25 18:36;;;;;;;;;;16;;0;
1;"Cárdenas G;20/11/2024#00184";114;11/20/24;184;LOT03-06487/D;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;1;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;87;;44;Fern collection;Pteridophyta (Ferns);0;;D;Pteridophyta DNA;LOT03-21413;4;b;5,8;160;29;6 465;-6 075;2 211;29;90;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9206;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 - 2 DNA samples T & P;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;13;;0;
1;"Cárdenas G;20/11/2024#00081";114;11/20/24;81;LOT03-064128/D;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;2;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;128;;44;Fern collection;Pteridophyta (Ferns);0;;D;Pteridophyta DNA;LOT03-21416;4;t;2,8;194,6;29;3 465;-3 353;-0,873;29;45;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9240;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 2 ;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;16;;0;
1;"Cárdenas G;20/11/2024#00046";114;11/20/24;46;LOT03-064116/H;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;1;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;116;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-21418;4;b;4,2;153,4;28;4 865;-4,35;2 178;28;120;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9228;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;35;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;18;;0;
1;"Cárdenas G;20/11/2024#00307";114;11/20/24;307;LOT03-06549/H;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;1;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;49;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-18564;5;t;3,3;261,4;34;3 965;-0,593;-3,92;34;12;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/9/24;2/9/24;31.i-20.ii.2024;0;55;Cárdenas;9185;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;34;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;64;;0;
1;"Cárdenas G;20/11/2024#00186";114;11/20/24;186;LOT03-06487/P;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;1;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;87;;44;Fern collection;Pteridophyta (Ferns);0;;P;Pteridophyta NMHN;LOT03-21413;4;b;5,8;160;29;6 465;-6 075;2 211;29;90;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9206;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 1 ;4;34;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;13;;0;
1;"Cárdenas G;20/11/2024#00082";114;11/20/24;82;LOT03-064128/H;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;2;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;128;;44;Fern collection;Pteridophyta (Ferns);0;;H;Pteridophyta FMB;LOT03-21416;4;t;2,8;194,6;29;3 465;-3 353;-0,873;29;45;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9240;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 2 ;4;34;10;0;-1;51;5/15/24 12:57;;;;;;;;;;;;16;;0;
1;"Cárdenas G;20/11/2024#00083";114;11/20/24;83;LOT03-064128/P;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;2;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;128;;44;Fern collection;Pteridophyta (Ferns);0;;P;Pteridophyta NMHN;LOT03-21416;4;t;2,8;194,6;29;3 465;-3 353;-0,873;29;45;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9240;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 2 ;4;34;10;-1;0;51;5/15/24 12:57;;;;;;;;;;;;16;;0;
1;"Cárdenas G;20/11/2024#00084";114;11/20/24;84;LOT03-064128/R;;Oleandra;pilosa;Oleandra pilosa;409;;;;;;2;;;;;Oleandraceae;Polypodiales;;;Plantae;G.G. Cárdenas;11/20/24;1/18/26 14:05;LOT03;LOT03;6;128;;44;Fern collection;Pteridophyta (Ferns);0;;R;Pteridophyta: Roots DNA;LOT03-21416;4;t;2,8;194,6;29;3 465;-3 353;-0,873;29;45;;;;9;0;14;Life On Trees-Amazon Andes 2024A;2/13/24;2/13/24;31.i-20.ii.2024;0;55;Cárdenas;9240;RN La Isla Escondida;0.65547° N, 77.07302° W;850;850;Abundance: 2 ;4;2;14;-1;0;51;5/15/24 12:57;;;;;;;;;;;;16;;0;
